affile,score,hom,prob
AF-A0A5K4FG94-F1-model_v4,3.61,288,0.108
AF-G4VTS1-F1-model_v4,1.13,288,0.008
AF-A0A3Q0KUF0-F1-model_v4,1.5,288,0.018
AF-A0A3Q0KUG4-F1-model_v4,33.36,288,0.921
AF-A0A3Q0KQC7-F1-model_v4,1.32,288,0.012
AF-C1M0L0-F1-model_v4,1.09,289,0.007
AF-A0A5K4F328-F1-model_v4,2.45,289,0.054
AF-A0A5K4F3J1-F1-model_v4,29.81,289,0.899
AF-A0A5K4FC53-F1-model_v4,5.18,289,0.197
AF-A0A5K4F976-F1-model_v4,6.11,289,0.251
AF-G4VSU0-F1-model_v4,0.97,290,0.005
AF-A0A5K4EKY4-F1-model_v4,2.84,290,0.072
AF-A0A5K4FA14-F1-model_v4,7.16,290,0.312
AF-A0A3Q0KIT2-F1-model_v4,2.39,290,0.051
AF-A0A5K4F3P3-F1-model_v4,7.15,290,0.311
AF-A0A5K4EAI3-F1-model_v4,3.75,290,0.116
AF-Q26601-F1-model_v4,17.91,291,0.739
AF-A0A3Q0KCU2-F1-model_v4,3.68,291,0.112
AF-G4LXF4-F1-model_v4,4.86,291,0.179
AF-A0A3Q0KF19-F1-model_v4,3.4,291,0.097
AF-G4VAW6-F1-model_v4,5.76,291,0.232
AF-A0A5K4E9Z6-F1-model_v4,8.33,291,0.378
AF-A0A5K4F0M1-F1-model_v4,9.31,291,0.428
AF-A0A5K4EQW0-F1-model_v4,1.83,291,0.029
AF-A0A5K4F184-F1-model_v4,4.79,292,0.174
AF-A0A5K4FBA1-F1-model_v4,22.33,292,0.825
AF-A0A3Q0KSY2-F1-model_v4,6.27,292,0.261
AF-A0A5K4EDV3-F1-model_v4,2.84,292,0.071
AF-G4V7S3-F1-model_v4,9.3,292,0.427
AF-A0A5K4F1X2-F1-model_v4,17.72,292,0.734
AF-A0A3Q0KN63-F1-model_v4,5.18,293,0.197
AF-A0A3Q0KGL7-F1-model_v4,1.18,293,0.009
AF-A0A3Q0KNT2-F1-model_v4,2.49,293,0.056
AF-A0A3Q0KNE9-F1-model_v4,5.78,293,0.233
AF-A0A3Q0KS04-F1-model_v4,3.8,293,0.119
AF-A0A3Q0KHV0-F1-model_v4,2.13,293,0.041
AF-A0A3Q0KDE6-F1-model_v4,16.97,293,0.714
AF-G4VA28-F1-model_v4,4.56,293,0.162
AF-A0A3Q0KPY3-F1-model_v4,26.37,294,0.873
AF-A0A3Q0KLN5-F1-model_v4,1.71,294,0.025
AF-A0A5K4F7R3-F1-model_v4,6.02,294,0.246
AF-A0A5K4FAQ7-F1-model_v4,1.72,294,0.025
AF-A0A5K4EZK3-F1-model_v4,27.5,294,0.882
AF-G4V6K8-F1-model_v4,2.15,294,0.042
AF-A0A5K4EK07-F1-model_v4,4.07,294,0.134
AF-A0A5K4ELT9-F1-model_v4,1.69,294,0.024
AF-G4VL17-F1-model_v4,7.04,294,0.305
AF-A0A5K4F9Y0-F1-model_v4,2.33,295,0.049
AF-A0A3Q0KQZ9-F1-model_v4,23.24,295,0.838
AF-A0A3Q0KQ73-F1-model_v4,91.97,295,0.994
AF-A0A3Q0KC67-F1-model_v4,7.02,295,0.304
AF-A0A5K4EHM1-F1-model_v4,30.39,295,0.904
AF-A0A5K4FAB1-F1-model_v4,5.91,295,0.24
AF-A0A3Q0KE63-F1-model_v4,19.3,295,0.772
AF-A0A3Q0KU64-F1-model_v4,45.61,295,0.959
AF-G4LX15-F1-model_v4,4.23,295,0.143
AF-A0A5K4F5T7-F1-model_v4,9.24,295,0.424
AF-A0A5K4EKP2-F1-model_v4,5.85,295,0.237
AF-A0A3Q0KKE8-F1-model_v4,19.51,296,0.777
AF-A0A5K4F2G8-F1-model_v4,2.67,296,0.064
AF-A0A3Q0KJ89-F1-model_v4,6.41,296,0.27
AF-A0A3Q0KMY7-F1-model_v4,3.99,296,0.129
AF-A0A5K4FAW5-F1-model_v4,2.98,296,0.078
AF-A0A5K4F8M9-F1-model_v4,1.55,296,0.019
AF-A0A3Q0KSI6-F1-model_v4,1.9,296,0.032
AF-A0A3Q0KDL8-F1-model_v4,2.54,297,0.058
AF-A0A3Q0KUE0-F1-model_v4,22.75,297,0.831
AF-A0A3Q0KMA1-F1-model_v4,6.39,297,0.269
AF-A0A5K4FAR0-F1-model_v4,8.98,297,0.413
AF-G4LXG8-F1-model_v4,1.9,297,0.032
AF-A0A3Q0KCT4-F1-model_v4,75.15,297,0.99
AF-A0A5K4EUN3-F1-model_v4,4.61,297,0.164
AF-A0A5K4F3R1-F1-model_v4,6.43,297,0.272
AF-A0A5K4FCU7-F1-model_v4,13.18,297,0.594
AF-A0A5K4F787-F1-model_v4,3.43,297,0.098
AF-G4VJE1-F1-model_v4,2.09,297,0.039
AF-A0A5K4FG83-F1-model_v4,3.41,298,0.097
AF-A0A3Q0KJL9-F1-model_v4,4.39,298,0.152
AF-A0A3Q0KEK9-F1-model_v4,5.65,298,0.226
AF-A0A5K4F440-F1-model_v4,7.13,298,0.31
AF-A0A5K4EBE7-F1-model_v4,4.22,298,0.142
AF-A0A5K4F6N7-F1-model_v4,1.52,299,0.018
AF-A0A5K4F851-F1-model_v4,9.43,299,0.434
AF-A0A5K4ELF0-F1-model_v4,11.42,299,0.527
AF-A0A5K4EQ50-F1-model_v4,10.98,299,0.507
AF-A0A3Q0KMF5-F1-model_v4,56.45,300,0.976
AF-A0A5K4FCE2-F1-model_v4,3.36,300,0.095
AF-A0A3Q0KUL1-F1-model_v4,2.06,300,0.038
AF-A0A3Q0KT55-F1-model_v4,9.62,300,0.445
AF-A0A5K4EP04-F1-model_v4,2.11,300,0.04
AF-G4VIX1-F1-model_v4,3.57,300,0.106
AF-G4VMJ2-F1-model_v4,2.22,301,0.044
AF-A0A5K4F075-F1-model_v4,2.6,301,0.061
AF-A0A5K4EN39-F1-model_v4,8.69,301,0.397
AF-A0A3Q0KL26-F1-model_v4,8.21,301,0.371
AF-A0A3Q0KQJ7-F1-model_v4,5.65,301,0.226
AF-A0A3Q0KPN5-F1-model_v4,7.28,301,0.319
AF-A0A5K4EX66-F1-model_v4,2.04,301,0.037
AF-A0A5K4F9I4-F1-model_v4,7.87,302,0.352
AF-A0A5K4F915-F1-model_v4,6.23,302,0.259
AF-A0A5K4F764-F1-model_v4,3.24,302,0.089
AF-A0A5K4EAR4-F1-model_v4,21.81,302,0.818
AF-G4VR23-F1-model_v4,53.34,302,0.97
AF-G4LV66-F1-model_v4,2.38,302,0.051
AF-A0A3Q0KQM8-F1-model_v4,2.63,302,0.062
AF-A0A5K4EY18-F1-model_v4,1.49,302,0.017
AF-G4VCH5-F1-model_v4,16.22,302,0.695
AF-G4VK46-F1-model_v4,4.63,302,0.166
AF-A0A5K4E9B8-F1-model_v4,9.34,302,0.429
AF-A0A5K4FE10-F1-model_v4,8.8,302,0.403
AF-A0A3Q0KMQ1-F1-model_v4,24.22,303,0.851
AF-A0A3Q0KS45-F1-model_v4,3.93,303,0.126
AF-A0A3Q0KJE7-F1-model_v4,2.37,303,0.051
AF-A0A5K4EZI3-F1-model_v4,4.86,303,0.179
AF-A0A5K4FF09-F1-model_v4,1.75,303,0.026
AF-A0A5K4F233-F1-model_v4,2.29,303,0.047
AF-A0A5K4F230-F1-model_v4,6.02,303,0.246
AF-A0A5K4FC93-F1-model_v4,4.69,303,0.169
AF-A0A5K4F0S0-F1-model_v4,6.17,303,0.255
AF-A0A5K4F760-F1-model_v4,2.21,303,0.044
AF-A0A5K4F572-F1-model_v4,24.42,304,0.854
AF-A0A5K4FD95-F1-model_v4,16.39,304,0.699
AF-A0A5K4F044-F1-model_v4,6.99,304,0.303
AF-A0A3Q0KVF1-F1-model_v4,7.42,304,0.327
AF-A0A5K4F190-F1-model_v4,10.05,304,0.465
AF-A0A5K4ESD5-F1-model_v4,3.39,304,0.096
AF-A0A5K4ESL0-F1-model_v4,28.25,305,0.888
AF-G4VQS1-F1-model_v4,9.56,305,0.441
AF-G4VJB4-F1-model_v4,1.08,305,0.006
AF-A0A5K4F489-F1-model_v4,11.35,305,0.523
AF-A0A5K4EPF6-F1-model_v4,3.6,306,0.107
AF-A0A3Q0KI10-F1-model_v4,4.09,306,0.135
AF-A0A5K4FDU0-F1-model_v4,2.27,306,0.046
AF-G4VBX1-F1-model_v4,14.77,306,0.652
AF-A0A3Q0KFD5-F1-model_v4,5.15,306,0.195
AF-A0A5K4EDR3-F1-model_v4,21.24,307,0.806
AF-A0A5K4F0V5-F1-model_v4,13.79,307,0.616
AF-A0A5K4EZA8-F1-model_v4,1.87,307,0.031
AF-A0A3Q0KEY4-F1-model_v4,1.97,307,0.035
AF-G4LWW2-F1-model_v4,9.75,307,0.451
AF-A0A5K4F3L1-F1-model_v4,9.93,307,0.459
AF-G4VFS3-F1-model_v4,16.57,307,0.704
AF-A0A3Q0KL47-F1-model_v4,26.21,307,0.871
AF-A0A5K4F7M9-F1-model_v4,1.65,308,0.022
AF-A0A3Q0KCG8-F1-model_v4,37.3,308,0.939
AF-G4VSA0-F1-model_v4,3.54,308,0.104
AF-A0A5K4ETD8-F1-model_v4,16.23,308,0.695
AF-A0A3Q0KRV0-F1-model_v4,34.12,308,0.924
AF-A0A3Q0KCZ6-F1-model_v4,12.22,308,0.557
AF-A0A3Q0KNU5-F1-model_v4,29.3,308,0.895
AF-A0A5K4FA43-F1-model_v4,2.51,308,0.057
AF-A0A5K4FBQ7-F1-model_v4,11.39,309,0.525
AF-A0A3Q0KIX1-F1-model_v4,1.86,309,0.03
AF-A0A5K4EDB5-F1-model_v4,4.8,309,0.175
AF-G4VNM8-F1-model_v4,4.88,309,0.18
AF-A0A3Q0KPP1-F1-model_v4,2.03,309,0.037
AF-A0A3Q0KF46-F1-model_v4,1.41,309,0.015
AF-A0A5K4F371-F1-model_v4,10.46,309,0.484
AF-A0A5K4F587-F1-model_v4,80.41,309,0.991
AF-A0A5K4FD59-F1-model_v4,2.64,309,0.063
AF-A0A5K4FDX2-F1-model_v4,1.93,309,0.033
AF-A0A3Q0KQ32-F1-model_v4,4.65,309,0.167
AF-A0A5K4EYF6-F1-model_v4,3.52,309,0.103
AF-A0A3Q0KLC2-F1-model_v4,5.51,310,0.217
AF-A0A3Q0KVJ6-F1-model_v4,18.19,310,0.746
AF-A0A3Q0KRP8-F1-model_v4,3.94,310,0.126
AF-A0A5K4F2L9-F1-model_v4,2.25,310,0.046
AF-A0A5K4F1V4-F1-model_v4,6.59,310,0.281
AF-A0A5K4ERI6-F1-model_v4,26.48,310,0.874
AF-A0A3Q0KK24-F1-model_v4,6.44,310,0.272
AF-A0A5K4ERL2-F1-model_v4,2.84,310,0.072
AF-A0A3Q0KG63-F1-model_v4,26.96,310,0.877
AF-A0A5K4F0W4-F1-model_v4,8.09,310,0.364
AF-A0A3Q0KQQ1-F1-model_v4,14.53,311,0.642
AF-A0A5K4F1X8-F1-model_v4,28.59,311,0.89
AF-A0A5K4F4L2-F1-model_v4,25.59,311,0.866
AF-A0A5K4EUN5-F1-model_v4,5.41,311,0.212
AF-A0A5K4FC97-F1-model_v4,6.08,311,0.25
AF-G4LYG2-F1-model_v4,1.22,311,0.01
AF-A0A5K4EJ55-F1-model_v4,16.79,311,0.71
AF-A0A5K4ENB5-F1-model_v4,7.39,311,0.326
AF-G4VML9-F1-model_v4,2.04,311,0.037
AF-A0A5K4F0T1-F1-model_v4,11.15,311,0.514
AF-A0A3Q0KUC8-F1-model_v4,13.48,311,0.604
AF-A0A5K4F8Y9-F1-model_v4,3.26,311,0.09
AF-A0A3Q0KME9-F1-model_v4,6.69,311,0.286
AF-A0A3Q0KSD5-F1-model_v4,12.15,312,0.555
AF-A0A3Q0KS93-F1-model_v4,2.5,312,0.056
AF-A0A3Q0KV47-F1-model_v4,5.5,312,0.217
AF-A0A3Q0KLY5-F1-model_v4,2.68,312,0.065
AF-A0A3Q0KTP3-F1-model_v4,10.12,312,0.468
AF-A0A3Q0KND5-F1-model_v4,3.34,312,0.094
AF-A0A3Q0KN77-F1-model_v4,2.56,312,0.059
AF-G4VTX6-F1-model_v4,3.11,312,0.084
AF-A0A3Q0KKU6-F1-model_v4,7.01,313,0.304
AF-A0A5K4ERL5-F1-model_v4,4.33,313,0.148
AF-A0A3Q0KHT7-F1-model_v4,7.51,313,0.332
AF-A0A5K4EMM9-F1-model_v4,8.75,313,0.4
AF-A0A5K4F4V3-F1-model_v4,16.38,313,0.699
AF-G4VK52-F1-model_v4,1.28,313,0.011
AF-A0A5K4EKN3-F1-model_v4,2.38,313,0.051
AF-A0A3Q0KK44-F1-model_v4,5.52,314,0.218
AF-G4VTE3-F1-model_v4,2.51,314,0.057
AF-A0A3Q0KHK4-F1-model_v4,4.18,314,0.14
AF-A0A5K4F899-F1-model_v4,13.81,314,0.616
AF-A0A5K4FG40-F1-model_v4,6.23,314,0.259
AF-A0A3Q0KE55-F1-model_v4,11.09,314,0.512
AF-G4LVE3-F1-model_v4,7.76,314,0.346
AF-A0A5K4EVX3-F1-model_v4,4.55,314,0.161
AF-A0A5K4FH83-F1-model_v4,1.59,314,0.02
AF-A0A5K4E9T2-F1-model_v4,8.93,314,0.41
AF-A0A5K4EK52-F1-model_v4,10.29,315,0.476
AF-A0A3Q0KE61-F1-model_v4,3.84,315,0.121
AF-A0A3Q0KBY7-F1-model_v4,19.78,315,0.782
AF-G4VHT5-F1-model_v4,4.41,315,0.153
AF-A0A3Q0KJD4-F1-model_v4,1.39,315,0.014
AF-G4VCL4-F1-model_v4,3.75,315,0.116
AF-A0A3Q0KME1-F1-model_v4,6.3,315,0.263
AF-G4LUA4-F1-model_v4,7.99,315,0.359
AF-A0A5K4EBL0-F1-model_v4,3.66,315,0.111
AF-A0A5K4F6I8-F1-model_v4,7.41,315,0.327
AF-A0A3Q0KE50-F1-model_v4,8.42,315,0.383
AF-A0A5K4FFK7-F1-model_v4,5.37,315,0.209
AF-C4QPU9-F1-model_v4,1.28,315,0.011
AF-G4V7L0-F1-model_v4,4.6,316,0.164
AF-A0A3Q0KPR2-F1-model_v4,9.71,316,0.449
AF-G4VJQ3-F1-model_v4,4.65,316,0.167
AF-A0A5K4F5H2-F1-model_v4,25.42,316,0.865
AF-A0A3Q0KLX2-F1-model_v4,1.12,316,0.007
AF-A0A5K4ELF3-F1-model_v4,1.84,316,0.03
AF-A0A5K4FEM6-F1-model_v4,3.81,316,0.119
AF-A0A3Q0KCA4-F1-model_v4,4.2,317,0.141
AF-A0A5K4F099-F1-model_v4,28.6,317,0.89
AF-O01374-F1-model_v4,3.0,317,0.079
AF-A0A5K4F6B5-F1-model_v4,22.37,317,0.826
AF-A0A5K4F5K1-F1-model_v4,4.79,317,0.175
AF-A0A5K4EKF2-F1-model_v4,1.27,317,0.011
AF-A0A5K4E971-F1-model_v4,3.13,317,0.085
AF-G4LVS7-F1-model_v4,3.19,317,0.087
AF-A0A3Q0KKI5-F1-model_v4,3.47,317,0.101
AF-G4VCG2-F1-model_v4,2.64,317,0.063
AF-A0A5K4FD26-F1-model_v4,9.32,317,0.428
AF-A0A3Q0KTW3-F1-model_v4,3.66,317,0.111
AF-A0A3Q0KFI7-F1-model_v4,18.83,318,0.761
AF-A0A3Q0KL09-F1-model_v4,18.51,318,0.753
AF-A0A5K4EEI4-F1-model_v4,2.5,318,0.056
AF-A0A3Q0KMA9-F1-model_v4,8.06,318,0.362
AF-A0A3Q0KUH4-F1-model_v4,1.86,318,0.03
AF-A0A5K4EPZ8-F1-model_v4,2.93,318,0.076
AF-A0A5K4EJI9-F1-model_v4,1.25,318,0.011
AF-A0A5K4EJ84-F1-model_v4,1.88,318,0.031
AF-A0A5K4EIT0-F1-model_v4,14.61,319,0.645
AF-A0A5K4F033-F1-model_v4,8.34,319,0.379
AF-A0A3Q0KN46-F1-model_v4,9.37,319,0.431
AF-A0A3Q0KJ69-F1-model_v4,15.27,319,0.668
AF-A0A5K4EZP5-F1-model_v4,25.11,319,0.861
AF-A0A3Q0KPR7-F1-model_v4,1.97,319,0.035
AF-A0A5K4FFY1-F1-model_v4,32.94,319,0.919
AF-G4VND4-F1-model_v4,1.77,319,0.027
AF-A0A3Q0KS30-F1-model_v4,11.58,320,0.533
AF-G4VPV4-F1-model_v4,2.14,320,0.041
AF-A0A3Q0KKZ7-F1-model_v4,12.38,320,0.564
AF-A0A5K4FC72-F1-model_v4,3.61,320,0.108
AF-A0A3Q0KN64-F1-model_v4,5.67,320,0.227
AF-A0A5K4EC43-F1-model_v4,1.84,320,0.029
AF-A0A5K4EP97-F1-model_v4,1.37,321,0.014
AF-G4VQ01-F1-model_v4,4.11,322,0.136
AF-A0A3Q0KDN2-F1-model_v4,10.55,322,0.487
AF-A0A5K4EJS3-F1-model_v4,22.62,322,0.83
AF-A0A3Q0KG80-F1-model_v4,21.25,322,0.807
AF-A0A5K4EZU9-F1-model_v4,13.39,322,0.601
AF-G4VKU2-F1-model_v4,4.88,323,0.18
AF-A0A3Q0KQ19-F1-model_v4,32.76,323,0.918
AF-A0A3Q0KJC4-F1-model_v4,7.01,323,0.304
AF-A0A3Q0KRB6-F1-model_v4,3.44,323,0.099
AF-G4VTF1-F1-model_v4,10.7,323,0.493
AF-A0A3Q0KPW1-F1-model_v4,2.25,323,0.045
AF-Q4KXQ2-F1-model_v4,6.0,324,0.245
AF-A0A3Q0KIK8-F1-model_v4,44.37,324,0.956
AF-A0A5K4EKR5-F1-model_v4,8.13,324,0.366
AF-A0A3Q0KVJ2-F1-model_v4,46.47,324,0.961
AF-A0A5K4F0C1-F1-model_v4,5.29,325,0.204
AF-A0A5K4EZK6-F1-model_v4,11.4,325,0.526
AF-A0A5K4FEK4-F1-model_v4,3.11,325,0.084
AF-A0A3Q0KEK0-F1-model_v4,16.06,325,0.69
AF-A0A5K4FH19-F1-model_v4,40.25,325,0.947
AF-G4VM66-F1-model_v4,20.95,325,0.802
AF-A0A3Q0KGZ1-F1-model_v4,5.79,325,0.233
AF-G4V8H9-F1-model_v4,1.55,325,0.019
AF-A0A3Q0KEH3-F1-model_v4,1.0,326,0.005
AF-A0A5K4EZ01-F1-model_v4,1.27,326,0.011
AF-A0A3Q0KG07-F1-model_v4,15.83,326,0.683
AF-G4VSJ1-F1-model_v4,1.42,326,0.015
AF-A0A5K4F3X9-F1-model_v4,8.54,326,0.388
AF-A0A5K4F5N2-F1-model_v4,24.52,326,0.855
AF-A0A5K4F8G8-F1-model_v4,10.74,326,0.495
AF-G4VNP8-F1-model_v4,10.76,326,0.496
AF-A0A3Q0KNB5-F1-model_v4,7.62,326,0.338
AF-A0A5K4ELW7-F1-model_v4,1.59,326,0.02
AF-A0A3Q0KG89-F1-model_v4,12.1,327,0.553
AF-A0A5K4FCQ4-F1-model_v4,7.44,327,0.328
AF-A0A5K4ER30-F1-model_v4,1.33,327,0.013
AF-A0A3Q0KQ58-F1-model_v4,1.43,327,0.015
AF-A0A3Q0KU71-F1-model_v4,11.27,327,0.52
AF-A0A3Q0KHY9-F1-model_v4,1.31,328,0.012
AF-A0A3Q0KI86-F1-model_v4,1.81,328,0.028
AF-G4LYK7-F1-model_v4,1.17,328,0.009
AF-A0A5K4F7L4-F1-model_v4,2.86,328,0.072
AF-A0A5K4EG93-F1-model_v4,4.53,328,0.16
AF-A0A5K4FBU9-F1-model_v4,4.48,328,0.157
AF-A0A5K4EWK0-F1-model_v4,8.72,329,0.398
AF-A0A5K4F9U0-F1-model_v4,3.15,329,0.085
AF-A0A5K4F0J3-F1-model_v4,2.5,329,0.057
AF-A0A5K4F8F0-F1-model_v4,3.57,329,0.106
AF-A0A5K4EC53-F1-model_v4,10.58,329,0.488
AF-A0A5K4EFX9-F1-model_v4,6.45,329,0.273
AF-A0A3Q0KPB3-F1-model_v4,4.17,329,0.139
AF-A0A3Q0KLE5-F1-model_v4,2.41,329,0.053
AF-A0A3Q0KE37-F1-model_v4,1.84,330,0.03
AF-A0A3Q0KKY7-F1-model_v4,52.79,330,0.97
AF-A0A5K4FEJ9-F1-model_v4,6.18,330,0.255
AF-G4VHL8-F1-model_v4,2.81,330,0.07
AF-A0A5K4EXC0-F1-model_v4,4.08,330,0.134
AF-A0A5K4F7G7-F1-model_v4,2.51,330,0.057
AF-A0A5K4F3J7-F1-model_v4,5.39,330,0.21
AF-A0A5K4EQ47-F1-model_v4,2.54,330,0.058
AF-A0A5K4F1Z7-F1-model_v4,8.74,331,0.4
AF-A0A5K4ENZ6-F1-model_v4,5.39,331,0.21
AF-A0A5K4ETT0-F1-model_v4,26.95,331,0.877
AF-A0A5K4F217-F1-model_v4,4.48,331,0.157
AF-A0A5K4F911-F1-model_v4,3.15,331,0.086
AF-A0A3Q0KL77-F1-model_v4,11.01,331,0.508
AF-A0A5K4E9X2-F1-model_v4,13.89,331,0.619
AF-A0A5K4FDK6-F1-model_v4,6.26,332,0.26
AF-A0A5K4F3R4-F1-model_v4,4.19,332,0.14
AF-A0A5K4F1H0-F1-model_v4,3.9,332,0.124
AF-A0A5K4FEE1-F1-model_v4,7.6,332,0.337
AF-G4VEK3-F1-model_v4,4.68,332,0.169
AF-A0A5K4F941-F1-model_v4,3.07,332,0.082
AF-A0A5K4EKV4-F1-model_v4,47.41,332,0.963
AF-A0A5K4F844-F1-model_v4,3.52,332,0.103
AF-A0A3Q0KKX2-F1-model_v4,27.25,332,0.88
AF-G4V831-F1-model_v4,3.56,333,0.105
AF-A0A5K4FET4-F1-model_v4,1.13,333,0.008
AF-A0A5K4E8Z5-F1-model_v4,2.14,333,0.041
AF-A0A5K4EVX4-F1-model_v4,1.08,333,0.007
AF-G4V5P7-F1-model_v4,2.15,333,0.042
AF-A0A5K4F172-F1-model_v4,2.24,333,0.045
AF-G4VQB7-F1-model_v4,5.59,333,0.222
AF-A0A5K4FBF6-F1-model_v4,13.08,333,0.591
AF-A0A5K4F7H3-F1-model_v4,46.66,333,0.961
AF-A0A5K4ENQ0-F1-model_v4,18.84,334,0.761
AF-A0A5K4F624-F1-model_v4,11.41,334,0.526
AF-A0A5K4FH38-F1-model_v4,12.91,334,0.585
AF-A0A3Q0KBX7-F1-model_v4,3.93,334,0.126
AF-A0A5K4EI77-F1-model_v4,27.53,335,0.883
AF-A0A3Q0KGV0-F1-model_v4,17.44,335,0.727
AF-A0A5K4E8J8-F1-model_v4,2.47,335,0.055
AF-A0A3Q0KU22-F1-model_v4,3.65,335,0.11
AF-A0A3Q0KI89-F1-model_v4,3.44,335,0.099
AF-A0A3Q0KBE1-F1-model_v4,3.29,336,0.092
AF-A0A5K4F6I7-F1-model_v4,4.56,336,0.161
AF-G4LY24-F1-model_v4,6.79,336,0.292
AF-A0A5K4ESS7-F1-model_v4,26.55,336,0.874
AF-A0A5K4FAA0-F1-model_v4,24.45,336,0.854
AF-G4VC85-F1-model_v4,3.68,336,0.112
AF-G4LWM6-F1-model_v4,4.46,336,0.156
AF-A0A3Q0KED8-F1-model_v4,1.59,336,0.02
AF-G4VLZ4-F1-model_v4,7.03,336,0.305
AF-A0A5K4F4F2-F1-model_v4,10.96,336,0.505
AF-G4V851-F1-model_v4,2.35,336,0.05
AF-A0A5K4ENV5-F1-model_v4,8.46,336,0.385
AF-A0A3Q0KP85-F1-model_v4,2.89,336,0.074
AF-A0A3Q0KLH9-F1-model_v4,7.25,336,0.317
AF-A0A3Q0KK32-F1-model_v4,4.46,337,0.156
AF-A0A5K4EMD8-F1-model_v4,9.94,337,0.46
AF-A0A5K4F5F1-F1-model_v4,7.44,337,0.329
AF-A0A5K4F2T6-F1-model_v4,13.55,337,0.607
AF-A0A5K4EM15-F1-model_v4,8.5,337,0.386
AF-A0A5K4F5K7-F1-model_v4,3.4,337,0.097
AF-A0A5K4F6J8-F1-model_v4,27.74,337,0.884
AF-A0A5K4FB57-F1-model_v4,2.13,337,0.041
AF-G4LVB0-F1-model_v4,2.14,337,0.041
AF-A0A5K4F8H8-F1-model_v4,5.13,337,0.194
AF-A0A5K4F2A0-F1-model_v4,7.27,338,0.318
AF-A0A3Q0KHM8-F1-model_v4,2.5,338,0.056
AF-A0A5K4F3W3-F1-model_v4,2.41,338,0.052
AF-A0A5K4F6R7-F1-model_v4,2.04,338,0.037
AF-A0A3Q0KR41-F1-model_v4,15.91,338,0.685
AF-A0A5K4FAE1-F1-model_v4,2.13,339,0.041
AF-A0A5K4FBZ9-F1-model_v4,4.61,339,0.164
AF-A0A3Q0KTZ8-F1-model_v4,30.57,339,0.904
AF-A0A3Q0KQN9-F1-model_v4,11.74,339,0.539
AF-A0A5K4F9V3-F1-model_v4,27.46,339,0.882
AF-A0A5K4F1Q5-F1-model_v4,11.31,339,0.521
AF-A0A5K4FBR3-F1-model_v4,16.75,340,0.709
AF-A0A5K4F331-F1-model_v4,10.67,340,0.492
AF-A0A3Q0KV91-F1-model_v4,11.22,340,0.518
AF-A0A5K4FCT7-F1-model_v4,6.85,340,0.295
AF-A0A5K4EB61-F1-model_v4,13.56,340,0.607
AF-A0A5K4ECR9-F1-model_v4,8.15,340,0.368
AF-A0A5K4ELF8-F1-model_v4,5.59,340,0.222
AF-A0A5K4FFA1-F1-model_v4,11.67,340,0.537
AF-A0A5K4FB00-F1-model_v4,32.49,340,0.916
AF-G4V846-F1-model_v4,12.37,340,0.563
AF-A0A5K4F857-F1-model_v4,10.58,340,0.488
AF-A0A5K4EUY5-F1-model_v4,0.87,340,0.003
AF-G4LZ90-F1-model_v4,83.28,340,0.992
AF-A0A5K4FFA9-F1-model_v4,17.84,341,0.737
AF-A0A3Q0KRZ0-F1-model_v4,11.66,341,0.536
AF-A0A5K4EZS2-F1-model_v4,1.12,341,0.007
AF-A0A5K4FAN0-F1-model_v4,10.79,341,0.497
AF-A0A5K4FAU4-F1-model_v4,4.05,341,0.132
AF-G4VGX1-F1-model_v4,0.87,341,0.003
AF-A0A5K4FBZ8-F1-model_v4,6.46,342,0.273
AF-A0A5K4FD45-F1-model_v4,72.62,342,0.989
AF-G4VPA2-F1-model_v4,3.02,342,0.08
AF-A0A3Q0KV61-F1-model_v4,54.53,342,0.973
AF-A0A3Q0KEZ3-F1-model_v4,12.21,342,0.557
AF-A0A5K4F667-F1-model_v4,4.11,342,0.136
AF-A0A3Q0KGZ8-F1-model_v4,17.74,342,0.735
AF-A0A5K4FDI0-F1-model_v4,1.45,342,0.016
AF-A0A5K4EG59-F1-model_v4,6.02,342,0.246
AF-G4VHI0-F1-model_v4,2.47,343,0.055
AF-A0A3Q0KTU1-F1-model_v4,1.3,343,0.012
AF-A0A3Q0KNV5-F1-model_v4,5.69,343,0.228
AF-A0A5K4ECL2-F1-model_v4,6.47,343,0.274
AF-A0A5K4FAX3-F1-model_v4,4.17,343,0.139
AF-A0A5K4EYI0-F1-model_v4,1.43,343,0.016
AF-A0A5K4FBJ9-F1-model_v4,7.2,343,0.314
AF-A0A3Q0KQX2-F1-model_v4,1.43,343,0.015
AF-A0A5K4FBL1-F1-model_v4,16.8,343,0.71
AF-A0A5K4EL80-F1-model_v4,2.93,344,0.075
AF-A0A3Q0KGQ8-F1-model_v4,2.58,344,0.06
AF-A0A5K4EB75-F1-model_v4,3.32,344,0.093
AF-A0A3Q0KSR7-F1-model_v4,1.81,344,0.028
AF-G4VS24-F1-model_v4,2.74,344,0.067
AF-G4LZ88-F1-model_v4,3.74,344,0.116
AF-A0A5K4FDE1-F1-model_v4,6.87,345,0.296
AF-A0A3Q0KCW8-F1-model_v4,4.25,345,0.144
AF-A0A5K4EFE7-F1-model_v4,6.42,345,0.271
AF-G4VTD0-F1-model_v4,2.3,345,0.047
AF-A0A5K4EW73-F1-model_v4,2.94,345,0.076
AF-A0A5K4EH64-F1-model_v4,14.98,345,0.659
AF-A0A3Q0KKW3-F1-model_v4,6.49,346,0.275
