Filename,First Score,First Probability
AF-A0A3Q0KPY3-F1-model_v4,26.37,0.873
AF-A0A3Q0KVH5-F1-model_v4,26.36,0.873
AF-A0A3Q0KG47-F1-model_v4,26.35,0.873
AF-A0A3Q0KM34-F1-model_v4,26.33,0.872
AF-A0A5K4EES4-F1-model_v4,26.32,0.872
AF-G4VJ86-F1-model_v4,26.32,0.872
AF-A0A3Q0KEU5-F1-model_v4,26.31,0.872
AF-A0A5K4F9P4-F1-model_v4,26.3,0.872
AF-A0A3Q0KQU8-F1-model_v4,26.29,0.872
AF-A0A5K4EGE9-F1-model_v4,26.29,0.872
AF-A0A5K4F5T2-F1-model_v4,26.29,0.872
AF-A0A3Q0KQH4-F1-model_v4,26.28,0.872
AF-G4V6C9-F1-model_v4,26.28,0.872
AF-A0A3Q0KGN7-F1-model_v4,26.27,0.872
AF-A0A3Q0KIQ0-F1-model_v4,26.26,0.872
AF-A0A5K4F242-F1-model_v4,26.26,0.872
AF-A0A5K4F419-F1-model_v4,26.26,0.872
AF-A0A3Q0KSS3-F1-model_v4,26.25,0.872
AF-A0A3Q0KNV6-F1-model_v4,26.24,0.872
AF-A0A5K4FEC1-F1-model_v4,26.24,0.872
AF-A0A3Q0KLP2-F1-model_v4,26.23,0.872
AF-A0A5K4ERD8-F1-model_v4,26.23,0.872
AF-A0A3Q0KJZ9-F1-model_v4,26.21,0.871
AF-A0A3Q0KL47-F1-model_v4,26.21,0.871
AF-G4VSS2-F1-model_v4,26.19,0.871
AF-A0A5K4F4Y2-F1-model_v4,26.16,0.871
AF-A0A5K4EU49-F1-model_v4,26.15,0.871
AF-A0A5K4F4K1-F1-model_v4,26.15,0.871
AF-G4VQT7-F1-model_v4,26.15,0.871
AF-A0A5K4EIZ7-F1-model_v4,26.14,0.871
AF-G4LWD7-F1-model_v4,26.14,0.871
AF-A0A3Q0KJS6-F1-model_v4,26.13,0.871
AF-A0A5K4EAL3-F1-model_v4,26.13,0.871
AF-A0A3Q0KDQ1-F1-model_v4,26.12,0.871
AF-G4VDQ0-F1-model_v4,26.12,0.871
AF-A0A3Q0KR59-F1-model_v4,26.11,0.871
AF-A0A5K4FC45-F1-model_v4,26.11,0.871
AF-A0A5K4FD11-F1-model_v4,26.11,0.871
AF-A0A3Q0KI71-F1-model_v4,26.1,0.871
AF-A0A3Q0KRX4-F1-model_v4,26.09,0.871
AF-A0A5K4F3J5-F1-model_v4,26.09,0.87
AF-A0A3Q0KDZ1-F1-model_v4,26.08,0.87
AF-A0A5K4F6U9-F1-model_v4,26.07,0.87
AF-A0A5K4F8B7-F1-model_v4,26.07,0.87
AF-A0A5K4EQ32-F1-model_v4,26.06,0.87
AF-A0A3Q0KQL6-F1-model_v4,26.04,0.87
AF-A0A5K4EMU8-F1-model_v4,26.04,0.87
AF-A0A5K4F542-F1-model_v4,26.04,0.87
AF-A0A5K4F9L1-F1-model_v4,26.04,0.87
AF-G4LW45-F1-model_v4,26.03,0.87
AF-A0A5K4ES97-F1-model_v4,26.02,0.87
AF-A0A5K4FBT8-F1-model_v4,26.01,0.87
AF-G4VEX3-F1-model_v4,26.01,0.87
AF-A0A5K4F5D6-F1-model_v4,26.0,0.87
AF-A0A5K4FAI4-F1-model_v4,26.0,0.87
AF-G4VLM3-F1-model_v4,25.97,0.87
AF-A0A3Q0KQF9-F1-model_v4,25.96,0.87
AF-A0A5K4F0U9-F1-model_v4,25.96,0.87
AF-A0A5K4E9H8-F1-model_v4,25.95,0.869
AF-A0A3Q0KQA5-F1-model_v4,25.94,0.869
AF-A0A3Q0KBC6-F1-model_v4,25.93,0.869
AF-G4VH30-F1-model_v4,25.93,0.869
AF-A0A5K4F0G4-F1-model_v4,25.9,0.869
AF-G4VJQ0-F1-model_v4,25.89,0.869
AF-A0A3Q0KCP5-F1-model_v4,25.88,0.869
AF-G4VRK9-F1-model_v4,25.86,0.869
AF-A0A5K4EI18-F1-model_v4,25.85,0.869
AF-A0A3Q0KM13-F1-model_v4,25.84,0.869
AF-A0A5K4FBP5-F1-model_v4,25.84,0.869
AF-A0A3Q0KUB7-F1-model_v4,25.83,0.869
AF-A0A3Q0KUT9-F1-model_v4,25.83,0.868
AF-A0A5K4F745-F1-model_v4,25.83,0.869
AF-A0A5K4FCH3-F1-model_v4,25.83,0.869
AF-A0A5K4EKZ5-F1-model_v4,25.81,0.868
AF-A0A5K4EMD1-F1-model_v4,25.81,0.868
AF-A0A5K4F6S5-F1-model_v4,25.81,0.868
AF-A0A5K4EU43-F1-model_v4,25.8,0.868
AF-A0A5K4F560-F1-model_v4,25.8,0.868
AF-G4VP62-F1-model_v4,25.79,0.868
AF-A0A3Q0KLL9-F1-model_v4,25.78,0.868
AF-G4LYK3-F1-model_v4,25.78,0.868
AF-G4VBG8-F1-model_v4,25.78,0.868
AF-A0A3Q0KP38-F1-model_v4,25.77,0.868
AF-A0A5K4FFP5-F1-model_v4,25.76,0.868
AF-A0A3Q0KKL3-F1-model_v4,25.75,0.868
AF-A0A3Q0KNT1-F1-model_v4,25.75,0.868
AF-A0A5K4F9P7-F1-model_v4,25.75,0.868
AF-A0A5K4FB97-F1-model_v4,25.74,0.868
AF-A0A5K4FEJ4-F1-model_v4,25.74,0.868
AF-G4LYU7-F1-model_v4,25.74,0.868
AF-A0A3Q0KPF5-F1-model_v4,25.71,0.867
AF-A0A5K4EJW3-F1-model_v4,25.7,0.867
AF-A0A3Q0KBQ7-F1-model_v4,25.68,0.867
AF-A0A5K4F539-F1-model_v4,25.68,0.867
AF-G4VC56-F1-model_v4,25.68,0.867
AF-A0A3Q0KLV4-F1-model_v4,25.66,0.867
AF-A0A3Q0KSJ4-F1-model_v4,25.64,0.867
AF-A0A3Q0KNX9-F1-model_v4,25.62,0.867
AF-A0A5K4EXY5-F1-model_v4,25.62,0.867
AF-A0A5K4EXG9-F1-model_v4,25.61,0.867
AF-A0A5K4ED45-F1-model_v4,25.59,0.866
AF-A0A5K4F4L2-F1-model_v4,25.59,0.866
AF-A0A3Q0KPI7-F1-model_v4,25.58,0.866
AF-A0A3Q0KPH2-F1-model_v4,25.57,0.866
AF-A0A5K4ERH4-F1-model_v4,25.55,0.866
AF-A0A3Q0KC71-F1-model_v4,25.53,0.866
AF-A0A3Q0KEK7-F1-model_v4,25.49,0.865
AF-A0A3Q0KS75-F1-model_v4,25.49,0.865
AF-A0A5K4FDT2-F1-model_v4,25.49,0.865
AF-A0A3Q0KP62-F1-model_v4,25.48,0.865
AF-A0A5K4FDC4-F1-model_v4,25.48,0.865
AF-A0A5K4ESR8-F1-model_v4,25.47,0.865
AF-A0A5K4F2F5-F1-model_v4,25.47,0.865
AF-A0A3Q0KLE4-F1-model_v4,25.46,0.865
AF-A0A3Q0KML9-F1-model_v4,25.44,0.865
AF-A0A3Q0KNY3-F1-model_v4,25.44,0.865
AF-G4LZZ3-F1-model_v4,25.44,0.865
AF-G4VTT7-F1-model_v4,25.44,0.865
AF-A0A5K4EZX9-F1-model_v4,25.43,0.865
AF-A0A5K4F5H2-F1-model_v4,25.42,0.865
AF-A0A5K4F2X5-F1-model_v4,25.41,0.865
AF-A0A5K4FBZ3-F1-model_v4,25.41,0.865
AF-A0A5K4FGX6-F1-model_v4,25.41,0.865
AF-A0A3Q0KLG5-F1-model_v4,25.4,0.865
AF-A0A5K4F2N5-F1-model_v4,25.4,0.865
AF-G4VIG3-F1-model_v4,25.4,0.865
AF-A0A3Q0KCJ1-F1-model_v4,25.39,0.865
AF-A0A5K4ELK7-F1-model_v4,25.38,0.865
AF-A0A5K4E8C6-F1-model_v4,25.37,0.865
AF-A0A5K4EEZ7-F1-model_v4,25.37,0.865
AF-A0A5K4ER01-F1-model_v4,25.37,0.865
AF-A0A5K4F4T1-F1-model_v4,25.37,0.865
AF-A0A3Q0KKH5-F1-model_v4,25.36,0.865
AF-A0A3Q0KSU8-F1-model_v4,25.36,0.865
AF-A0A3Q0KBM0-F1-model_v4,25.35,0.864
AF-A0A5K4ES57-F1-model_v4,25.33,0.864
AF-P49965-F1-model_v4,25.32,0.864
AF-A0A3Q0KT01-F1-model_v4,25.31,0.864
AF-A0A5K4FA03-F1-model_v4,25.31,0.864
AF-A0A3Q0KQ23-F1-model_v4,25.29,0.864
AF-G4VNG8-F1-model_v4,25.29,0.864
AF-A0A3Q0KMD3-F1-model_v4,25.28,0.864
AF-A0A3Q0KNG1-F1-model_v4,25.28,0.864
AF-A0A5K4FAF6-F1-model_v4,25.28,0.864
AF-A0A3Q0KVJ4-F1-model_v4,25.25,0.863
AF-A0A5K4F0U5-F1-model_v4,25.24,0.863
AF-A0A5K4F1D5-F1-model_v4,25.24,0.863
AF-A0A5K4EZR2-F1-model_v4,25.23,0.863
AF-A0A3Q0KSJ2-F1-model_v4,25.21,0.863
AF-A0A3Q0KST5-F1-model_v4,25.2,0.863
AF-A0A5K4EEI2-F1-model_v4,25.2,0.863
AF-A0A5K4ETA2-F1-model_v4,25.2,0.863
AF-A0A3Q0KSV5-F1-model_v4,25.19,0.862
AF-A0A3Q0KSG2-F1-model_v4,25.17,0.862
AF-G4VK45-F1-model_v4,25.17,0.862
AF-A0A3Q0KIP7-F1-model_v4,25.16,0.862
AF-A0A5K4F1Z6-F1-model_v4,25.16,0.862
AF-A0A3Q0KPS3-F1-model_v4,25.13,0.862
AF-A0A5K4EB89-F1-model_v4,25.13,0.862
AF-A0A3Q0KN89-F1-model_v4,25.12,0.861
AF-A0A5K4EZP5-F1-model_v4,25.11,0.861
AF-A0A3Q0KPC4-F1-model_v4,25.09,0.861
AF-A0A5K4ERN7-F1-model_v4,25.09,0.861
AF-A0A5K4F9U9-F1-model_v4,25.09,0.861
AF-G4V604-F1-model_v4,25.08,0.861
AF-A0A3Q0KIY5-F1-model_v4,25.07,0.861
AF-A0A5K4F5I9-F1-model_v4,25.02,0.86
AF-A0A5K4F9W8-F1-model_v4,25.02,0.861
AF-G4LVA3-F1-model_v4,25.02,0.861
AF-A0A3Q0KDV4-F1-model_v4,25.01,0.86
AF-A0A3Q0KK10-F1-model_v4,25.01,0.86
AF-A0A5K4FB46-F1-model_v4,24.99,0.86
AF-A0A3Q0KC96-F1-model_v4,24.98,0.86
AF-A0A5K4EX56-F1-model_v4,24.98,0.86
AF-A0A5K4FD54-F1-model_v4,24.98,0.86
AF-A0A3Q0KGU6-F1-model_v4,24.97,0.86
AF-A0A3Q0KNX3-F1-model_v4,24.97,0.86
AF-A0A5K4EGN8-F1-model_v4,24.97,0.86
AF-A0A3Q0KGC9-F1-model_v4,24.96,0.86
AF-A0A3Q0KRP5-F1-model_v4,24.94,0.86
AF-A0A5K4E9G7-F1-model_v4,24.94,0.86
AF-A0A5K4F4P9-F1-model_v4,24.93,0.86
AF-G4LXB6-F1-model_v4,24.93,0.86
AF-G4LZ70-F1-model_v4,24.93,0.86
AF-A0A5K4F090-F1-model_v4,24.91,0.86
AF-A0A5K4F3E7-F1-model_v4,24.9,0.86
AF-A0A5K4F5Q7-F1-model_v4,24.9,0.86
AF-A0A3Q0KDF5-F1-model_v4,24.89,0.859
AF-A0A5K4EPN5-F1-model_v4,24.88,0.859
AF-G4VJD5-F1-model_v4,24.88,0.859
AF-A0A3Q0KBD4-F1-model_v4,24.87,0.859
AF-A0A5K4EXT5-F1-model_v4,24.87,0.859
AF-A0A5K4F229-F1-model_v4,24.86,0.859
AF-A0A5K4ENE3-F1-model_v4,24.85,0.859
AF-G4M1S1-F1-model_v4,24.85,0.859
AF-A0A5K4EKZ4-F1-model_v4,24.84,0.859
AF-A0A5K4F6C3-F1-model_v4,24.84,0.859
AF-A0A5K4ERP1-F1-model_v4,24.83,0.859
AF-A0A5K4EQP7-F1-model_v4,24.81,0.859
AF-A0A5K4EKU3-F1-model_v4,24.8,0.858
AF-A0A5K4F5G9-F1-model_v4,24.79,0.858
AF-A0A5K4FEC7-F1-model_v4,24.79,0.858
AF-A0A5K4F8B9-F1-model_v4,24.78,0.858
AF-A0A5K4FB87-F1-model_v4,24.76,0.858
AF-A0A3Q0KE69-F1-model_v4,24.75,0.858
AF-A0A5K4F378-F1-model_v4,24.74,0.858
AF-A0A3Q0KF78-F1-model_v4,24.73,0.858
AF-A0A3Q0KHC1-F1-model_v4,24.73,0.858
AF-A0A3Q0KPK4-F1-model_v4,24.73,0.858
AF-G4VI20-F1-model_v4,24.73,0.858
AF-A0A3Q0KC61-F1-model_v4,24.72,0.857
AF-A0A3Q0KT20-F1-model_v4,24.72,0.858
AF-A0A3Q0KRY8-F1-model_v4,24.69,0.857
AF-A0A3Q0KDJ0-F1-model_v4,24.68,0.857
AF-A0A5K4FB07-F1-model_v4,24.68,0.857
AF-A0A3Q0KLG0-F1-model_v4,24.67,0.857
AF-A0A3Q0KML6-F1-model_v4,24.67,0.857
AF-A0A3Q0KPR6-F1-model_v4,24.67,0.857
AF-A0A3Q0KP09-F1-model_v4,24.66,0.857
AF-A0A5K4EEL7-F1-model_v4,24.64,0.857
AF-A0A5K4ET59-F1-model_v4,24.63,0.857
AF-A0A5K4EWZ0-F1-model_v4,24.63,0.856
AF-A0A5K4F5R1-F1-model_v4,24.63,0.857
AF-A0A5K4F6U5-F1-model_v4,24.63,0.856
AF-G4V5J1-F1-model_v4,24.63,0.856
AF-C4Q4S5-F1-model_v4,24.62,0.856
AF-A0A3Q0KQ00-F1-model_v4,24.61,0.856
AF-Q26609-F1-model_v4,24.61,0.856
AF-A0A5K4ETA1-F1-model_v4,24.6,0.856
AF-A0A5K4FF50-F1-model_v4,24.59,0.856
AF-A0A3Q0KC07-F1-model_v4,24.58,0.856
AF-A0A3Q0KF91-F1-model_v4,24.58,0.856
AF-A0A3Q0KKM1-F1-model_v4,24.58,0.856
AF-A0A3Q0KPJ6-F1-model_v4,24.58,0.856
AF-A0A3Q0KQ82-F1-model_v4,24.58,0.856
AF-A0A5K4ELG8-F1-model_v4,24.58,0.856
AF-A0A3Q0KF32-F1-model_v4,24.57,0.856
AF-A0A5K4E9L7-F1-model_v4,24.57,0.856
AF-A0A5K4F9Y7-F1-model_v4,24.57,0.856
AF-G4VKY4-F1-model_v4,24.57,0.856
AF-A0A5K4EU33-F1-model_v4,24.56,0.856
AF-A0A5K4F4T8-F1-model_v4,24.56,0.856
AF-A0A5K4ELQ1-F1-model_v4,24.55,0.855
AF-A0A3Q0KLZ5-F1-model_v4,24.54,0.855
AF-A0A3Q0KNY0-F1-model_v4,24.54,0.855
AF-A0A3Q0KNB0-F1-model_v4,24.53,0.855
AF-A0A3Q0KIT4-F1-model_v4,24.52,0.855
AF-A0A5K4F5N2-F1-model_v4,24.52,0.855
AF-G4M0R1-F1-model_v4,24.52,0.855
AF-A0A3Q0KDF8-F1-model_v4,24.51,0.855
AF-A0A5K4E8W7-F1-model_v4,24.48,0.854
AF-A0A5K4F252-F1-model_v4,24.48,0.855
AF-A0A5K4FB41-F1-model_v4,24.48,0.854
AF-A0A3Q0KKA0-F1-model_v4,24.47,0.854
AF-A0A5K4EKI3-F1-model_v4,24.47,0.854
AF-A0A3Q0KNV0-F1-model_v4,24.45,0.854
AF-A0A5K4FAA0-F1-model_v4,24.45,0.854
AF-A0A3Q0KFF9-F1-model_v4,24.43,0.854
AF-A0A3Q0KKQ7-F1-model_v4,24.43,0.854
AF-A0A3Q0KSR1-F1-model_v4,24.43,0.854
AF-A0A5K4F572-F1-model_v4,24.42,0.854
AF-A0A5K4F402-F1-model_v4,24.41,0.854
AF-A0A3Q0KGM9-F1-model_v4,24.4,0.853
AF-A0A5K4FEZ1-F1-model_v4,24.4,0.853
AF-G4VE51-F1-model_v4,24.39,0.853
AF-G4VHA2-F1-model_v4,24.39,0.853
AF-G4VKM6-F1-model_v4,24.39,0.853
AF-A0A5K4FDK4-F1-model_v4,24.36,0.853
AF-A0A3Q0KDY4-F1-model_v4,24.35,0.853
AF-A0A3Q0KGY9-F1-model_v4,24.35,0.853
AF-A0A3Q0KSF7-F1-model_v4,24.33,0.852
AF-A0A5K4FA64-F1-model_v4,24.32,0.852
AF-A0A3Q0KHX7-F1-model_v4,24.31,0.852
AF-A0A5K4EST1-F1-model_v4,24.31,0.852
AF-A0A3Q0KGT8-F1-model_v4,24.3,0.852
AF-A0A3Q0KTL7-F1-model_v4,24.28,0.852
AF-A0A5K4F7L0-F1-model_v4,24.27,0.852
AF-A0A3Q0KEU7-F1-model_v4,24.26,0.851
AF-A0A5K4F9W2-F1-model_v4,24.24,0.851
AF-G4VTA4-F1-model_v4,24.24,0.851
AF-A0A5K4E8D1-F1-model_v4,24.23,0.851
AF-A0A3Q0KMQ1-F1-model_v4,24.22,0.851
AF-A0A3Q0KFU4-F1-model_v4,24.21,0.851
AF-A0A3Q0KS67-F1-model_v4,24.21,0.851
AF-A0A3Q0KQA3-F1-model_v4,24.19,0.85
AF-A0A3Q0KP50-F1-model_v4,24.18,0.85
AF-A0A3Q0KFP2-F1-model_v4,24.11,0.85
AF-A0A3Q0KJY7-F1-model_v4,24.09,0.849
AF-A0A3Q0KVH9-F1-model_v4,24.09,0.849
AF-G4VEB8-F1-model_v4,24.09,0.849
AF-A0A3Q0KV09-F1-model_v4,24.05,0.849
AF-A0A3Q0KBT1-F1-model_v4,24.04,0.849
AF-A0A3Q0KDM6-F1-model_v4,24.04,0.849
AF-A0A5K4FCS4-F1-model_v4,24.04,0.849
AF-A0A3Q0KK97-F1-model_v4,24.03,0.849
AF-A0A5K4F0V2-F1-model_v4,24.01,0.849
AF-G4V6I2-F1-model_v4,24.01,0.849
AF-G4V7N0-F1-model_v4,24.01,0.849
AF-A0A3Q0KIY2-F1-model_v4,24.0,0.849
AF-A0A3Q0KKE7-F1-model_v4,24.0,0.849
AF-A0A5K4EU58-F1-model_v4,24.0,0.849
AF-G4VH19-F1-model_v4,24.0,0.849
AF-A0A5K4EXZ2-F1-model_v4,23.99,0.849
AF-A0A5K4FEL7-F1-model_v4,23.99,0.848
AF-A0A5K4E8N9-F1-model_v4,23.97,0.848
AF-A0A5K4F5S8-F1-model_v4,23.97,0.848
AF-A0A5K4FAT5-F1-model_v4,23.97,0.848
AF-A0A3Q0KJY0-F1-model_v4,23.96,0.848
AF-A0A3Q0KLX6-F1-model_v4,23.96,0.848
AF-A0A5K4ELS2-F1-model_v4,23.96,0.848
AF-A0A5K4F612-F1-model_v4,23.96,0.848
AF-A0A3Q0KET8-F1-model_v4,23.95,0.848
AF-A0A5K4F8A7-F1-model_v4,23.95,0.848
AF-A0A3Q0KQZ3-F1-model_v4,23.94,0.848
AF-A0A3Q0KTC9-F1-model_v4,23.94,0.848
AF-A0A3Q0KHH9-F1-model_v4,23.93,0.848
AF-A0A5K4FA20-F1-model_v4,23.92,0.848
AF-A0A5K4F7T5-F1-model_v4,23.9,0.847
AF-A0A5K4FAZ1-F1-model_v4,23.9,0.847
AF-A0A5K4FBX6-F1-model_v4,23.9,0.847
AF-A0A5K4FC38-F1-model_v4,23.9,0.847
AF-G4VE54-F1-model_v4,23.9,0.847
AF-A0A3Q0KP95-F1-model_v4,23.89,0.847
AF-A0A5K4FC02-F1-model_v4,23.89,0.847
AF-A0A3Q0KHR2-F1-model_v4,23.88,0.847
AF-A0A3Q0KRK6-F1-model_v4,23.88,0.847
AF-A0A5K4FBQ4-F1-model_v4,23.88,0.847
AF-A0A3Q0KG72-F1-model_v4,23.86,0.847
AF-A0A3Q0KRY6-F1-model_v4,23.86,0.847
AF-G4VD50-F1-model_v4,23.86,0.847
AF-A0A3Q0KGX4-F1-model_v4,23.85,0.847
AF-A0A5K4F7Z9-F1-model_v4,23.85,0.847
AF-A0A5K4F9J4-F1-model_v4,23.85,0.847
AF-G4VTC9-F1-model_v4,23.85,0.847
AF-A0A3Q0KBH1-F1-model_v4,23.83,0.846
AF-A0A3Q0KG68-F1-model_v4,23.83,0.846
AF-A0A5K4F7Z1-F1-model_v4,23.83,0.846
AF-A0A5K4FET1-F1-model_v4,23.83,0.846
AF-A0A3Q0KBG9-F1-model_v4,23.82,0.846
AF-A0A3Q0KG65-F1-model_v4,23.82,0.846
AF-A0A5K4F2I2-F1-model_v4,23.82,0.846
AF-A0A5K4F6P7-F1-model_v4,23.8,0.846
AF-A0A3Q0KF54-F1-model_v4,23.79,0.846
AF-A0A3Q0KPJ0-F1-model_v4,23.79,0.846
AF-A0A3Q0KRQ5-F1-model_v4,23.79,0.846
AF-G4VNU4-F1-model_v4,23.79,0.846
AF-A0A3Q0KCZ1-F1-model_v4,23.78,0.846
AF-A0A3Q0KRX1-F1-model_v4,23.75,0.845
AF-A0A5K4E821-F1-model_v4,23.74,0.845
AF-A0A3Q0KB95-F1-model_v4,23.73,0.845
AF-A0A5K4F195-F1-model_v4,23.73,0.845
AF-A0A5K4F482-F1-model_v4,23.73,0.845
AF-G4VBB5-F1-model_v4,23.73,0.845
AF-A0A3Q0KT34-F1-model_v4,23.71,0.845
AF-A0A5K4E9T0-F1-model_v4,23.71,0.845
AF-A0A5K4F650-F1-model_v4,23.71,0.845
AF-G4VKK8-F1-model_v4,23.7,0.844
AF-A0A3Q0KMC8-F1-model_v4,23.69,0.844
AF-A0A5K4F9S0-F1-model_v4,23.69,0.844
AF-A0A3Q0KE65-F1-model_v4,23.68,0.844
AF-A0A3Q0KTB0-F1-model_v4,23.68,0.844
AF-A0A3Q0KI87-F1-model_v4,23.67,0.844
AF-A0A5K4F9Y9-F1-model_v4,23.67,0.844
AF-G4LW08-F1-model_v4,23.67,0.844
AF-A0A3Q0KST4-F1-model_v4,23.66,0.844
AF-A0A5K4ESF0-F1-model_v4,23.66,0.844
AF-A0A5K4F478-F1-model_v4,23.66,0.844
AF-A0A5K4F831-F1-model_v4,23.66,0.844
AF-A0A5K4F1T8-F1-model_v4,23.65,0.844
AF-G4VB67-F1-model_v4,23.63,0.843
AF-A0A5K4ENY2-F1-model_v4,23.62,0.843
AF-A0A3Q0KJ07-F1-model_v4,23.61,0.843
AF-A0A5K4F383-F1-model_v4,23.61,0.843
AF-A0A3Q0KM99-F1-model_v4,23.59,0.842
AF-A0A5K4F6I0-F1-model_v4,23.58,0.842
AF-G4V7J8-F1-model_v4,23.58,0.842
AF-A0A3Q0KTA8-F1-model_v4,23.57,0.842
AF-A0A3Q0KVB5-F1-model_v4,23.57,0.842
AF-G4VAY7-F1-model_v4,23.56,0.842
AF-A0A3Q0KNH9-F1-model_v4,23.55,0.842
AF-A0A3Q0KUE2-F1-model_v4,23.55,0.842
AF-A0A5K4EA81-F1-model_v4,23.55,0.842
AF-A0A5K4EZC5-F1-model_v4,23.55,0.842
AF-A0A3Q0KR32-F1-model_v4,23.54,0.842
AF-G4V6L7-F1-model_v4,23.54,0.842
AF-G4V7H6-F1-model_v4,23.54,0.842
AF-A0A5K4EX88-F1-model_v4,23.53,0.841
AF-A0A5K4F5U1-F1-model_v4,23.53,0.841
AF-A0A5K4FAG5-F1-model_v4,23.53,0.841
AF-G4VCD7-F1-model_v4,23.53,0.841
AF-A0A5K4F2H7-F1-model_v4,23.52,0.841
AF-A0A5K4ERI9-F1-model_v4,23.51,0.841
AF-A0A5K4F1Q8-F1-model_v4,23.5,0.841
AF-G4V664-F1-model_v4,23.5,0.841
AF-A0A3Q0KPE0-F1-model_v4,23.48,0.841
AF-A0A5K4F9K5-F1-model_v4,23.47,0.841
AF-P16237-F1-model_v4,23.47,0.841
AF-A0A5K4F1A5-F1-model_v4,23.46,0.841
AF-A0A5K4F3C3-F1-model_v4,23.44,0.84
AF-G4VT56-F1-model_v4,23.44,0.841
AF-A0A5K4F546-F1-model_v4,23.41,0.84
AF-G4V8N9-F1-model_v4,23.41,0.84
AF-C4QPR8-F1-model_v4,23.4,0.84
AF-A0A3Q0KNK7-F1-model_v4,23.39,0.84
AF-A0A5K4FAH3-F1-model_v4,23.39,0.84
AF-A0A5K4F0U3-F1-model_v4,23.38,0.84
AF-A0A3Q0KIT8-F1-model_v4,23.37,0.84
AF-A0A5K4EMF2-F1-model_v4,23.37,0.84
AF-A0A5K4EYZ5-F1-model_v4,23.36,0.84
AF-A0A5K4F4B1-F1-model_v4,23.35,0.84
AF-A0A5K4F4L7-F1-model_v4,23.33,0.84
AF-A0A3Q0KKK4-F1-model_v4,23.32,0.839
AF-A0A3Q0KMS9-F1-model_v4,23.32,0.839
AF-A0A3Q0KUY1-F1-model_v4,23.32,0.839
AF-A0A5K4ECK1-F1-model_v4,23.32,0.839
AF-A0A3Q0KGU0-F1-model_v4,23.31,0.839
AF-A0A3Q0KKZ3-F1-model_v4,23.31,0.839
AF-A0A5K4F8V6-F1-model_v4,23.3,0.839
AF-A0A5K4F291-F1-model_v4,23.29,0.839
AF-A0A3Q0KUT5-F1-model_v4,23.28,0.839
AF-A0A5K4EER4-F1-model_v4,23.28,0.839
AF-A0A5K4FA12-F1-model_v4,23.28,0.839
AF-A0A3Q0KMB6-F1-model_v4,23.25,0.839
AF-A0A3Q0KQZ9-F1-model_v4,23.24,0.838
AF-A0A3Q0KU26-F1-model_v4,23.24,0.838
AF-A0A3Q0KSF3-F1-model_v4,23.23,0.838
AF-A0A5K4FBH1-F1-model_v4,23.23,0.838
AF-A0A3Q0KTZ9-F1-model_v4,23.22,0.838
AF-A0A5K4FA71-F1-model_v4,23.21,0.838
AF-G4VK78-F1-model_v4,23.21,0.838
AF-A0A3Q0KND7-F1-model_v4,23.2,0.838
AF-A0A3Q0KNZ6-F1-model_v4,23.2,0.838
AF-G4VQL7-F1-model_v4,23.17,0.837
AF-A0A3Q0KDV2-F1-model_v4,23.16,0.837
AF-A0A5K4EB06-F1-model_v4,23.16,0.837
AF-G4V5I9-F1-model_v4,23.16,0.837
AF-A0A3Q0KH73-F1-model_v4,23.15,0.837
AF-A0A5K4F0Z2-F1-model_v4,23.15,0.837
AF-A0A5K4F2G7-F1-model_v4,23.15,0.837
AF-G4V5G3-F1-model_v4,23.15,0.837
AF-A0A5K4F394-F1-model_v4,23.14,0.837
AF-G4VJH0-F1-model_v4,23.13,0.836
AF-A0A3Q0KNM1-F1-model_v4,23.12,0.836
AF-A0A3Q0KQH3-F1-model_v4,23.11,0.836
AF-A0A5K4ELU2-F1-model_v4,23.1,0.836
AF-A0A5K4EYB5-F1-model_v4,23.1,0.836
AF-A0A5K4EZM4-F1-model_v4,23.1,0.836
AF-A0A5K4F758-F1-model_v4,23.1,0.836
AF-A0A5K4ENB7-F1-model_v4,23.09,0.836
AF-A0A5K4F5K6-F1-model_v4,23.09,0.836
AF-A0A3Q0KSN3-F1-model_v4,23.07,0.835
AF-A0A3Q0KSC1-F1-model_v4,23.06,0.835
AF-A0A5K4F6Q5-F1-model_v4,23.06,0.835
AF-A0A5K4EPN1-F1-model_v4,23.05,0.835
AF-G4VSX4-F1-model_v4,23.05,0.835
AF-A0A3Q0KLK1-F1-model_v4,23.04,0.835
AF-A0A3Q0KMH7-F1-model_v4,23.04,0.835
AF-A0A5K4F604-F1-model_v4,23.04,0.835
AF-Q86QQ6-F1-model_v4,23.04,0.835
AF-A0A3Q0KP99-F1-model_v4,23.03,0.835
AF-A0A5K4EV54-F1-model_v4,23.02,0.835
AF-A0A5K4F2Q1-F1-model_v4,22.99,0.834
AF-A0A3Q0KM41-F1-model_v4,22.97,0.834
AF-A0A5K4F6V5-F1-model_v4,22.97,0.834
AF-G4VQ91-F1-model_v4,22.97,0.834
AF-G4VQK6-F1-model_v4,22.97,0.834
AF-G4VR11-F1-model_v4,22.97,0.834
AF-A0A5K4EZF7-F1-model_v4,22.96,0.834
AF-A0A5K4F3Y0-F1-model_v4,22.96,0.834
AF-A0A5K4F813-F1-model_v4,22.95,0.834
AF-A0A5K4EIB7-F1-model_v4,22.94,0.834
AF-A0A5K4FC79-F1-model_v4,22.94,0.834
AF-A0A5K4FAK9-F1-model_v4,22.93,0.834
